Date,Open,High,Low,Close,Adj Close,Volume,SMA20,SMA30,SMA50,SMA100,signal,OpenInterest
2024-09-16,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,28,2514.5149780273437,2488.2033203125,2455.2259912109375,2396.734990234375,1,0.0
2024-09-17,2581.199951171875,2581.800048828125,2564.300048828125,2564.300048828125,2564.300048828125,22,2517.6399780273437,2493.623323567708,2459.4079931640626,2399.1329907226564,1,0.0
2024-09-18,2570.699951171875,2570.699951171875,2549.199951171875,2570.699951171875,2570.699951171875,25,2520.609973144531,2499.676652018229,2463.619990234375,2401.541989746094,1,0.0
2024-09-19,2566.0,2588.0,2566.0,2588.0,2588.0,99,2524.589978027344,2506.2599853515626,2467.9359912109376,2404.0739892578126,1,0.0
2024-09-20,2590.39990234375,2621.800048828125,2590.39990234375,2619.89990234375,2619.89990234375,17,2531.6399780273437,2512.8499837239583,2472.0339892578127,2406.8189892578125,1,0.0
2024-09-23,2626.5,2626.5,2626.5,2626.5,2626.5,9,2537.5449829101562,2519.32998046875,2476.2839892578127,2410.169990234375,1,0.0
2024-09-24,2636.800048828125,2662.300048828125,2625.5,2651.199951171875,2651.199951171875,35,2544.2199829101564,2525.6233154296874,2480.849990234375,2413.682990722656,1,0.0
2024-09-25,2656.300048828125,2664.199951171875,2649.300048828125,2659.199951171875,2659.199951171875,175,2551.37998046875,2532.0399820963544,2484.7859912109375,2417.2829907226565,1,0.0
2024-09-26,2662.300048828125,2669.89990234375,2660.800048828125,2669.89990234375,2669.89990234375,17216,2559.8249755859374,2539.7233154296873,2489.08798828125,2420.9919897460936,1,0.0
2024-09-27,2670.0,2672.10009765625,2641.699951171875,2644.300048828125,2644.300048828125,4228,2565.75498046875,2546.096647135417,2492.93798828125,2424.2189892578126,1,0.0
2024-09-30,2660.89990234375,2662.10009765625,2623.199951171875,2636.10009765625,2636.10009765625,973,2572.869982910156,2550.67998046875,2497.749990234375,2427.4279907226564,1,0.0
2024-10-01,2631.39990234375,2670.89990234375,2631.39990234375,2667.300048828125,2667.300048828125,153,2581.739990234375,2556.1966471354167,2503.2559912109373,2430.964990234375,1,0.0
2024-10-02,2650.60009765625,2657.199951171875,2640.0,2647.10009765625,2647.10009765625,72,2589.425,2560.7233154296873,2508.1059912109376,2434.114990234375,1,0.0
2024-10-03,2642.800048828125,2657.10009765625,2640.0,2657.10009765625,2657.10009765625,354,2596.710009765625,2565.6799886067706,2512.9819921875,2437.0129907226565,1,0.0
2024-10-04,2656.0,2667.0,2639.0,2645.800048828125,2645.800048828125,114,2604.3250122070312,2571.2433268229165,2518.8599951171873,2440.109990234375,1,0.0
2024-10-07,2648.699951171875,2657.39990234375,2639.0,2644.800048828125,2644.800048828125,284,2611.4750122070313,2575.789998372396,2524.15599609375,2443.0239916992186,1,0.0
2024-10-08,2639.0,2639.0,2609.300048828125,2615.0,2615.0,687,2616.610009765625,2579.0333333333333,2528.9099951171875,2445.2869921875,1,0.0
2024-10-09,2603.0,2607.699951171875,2603.0,2606.0,2606.0,152,2621.3050048828127,2582.0333333333333,2532.9299951171874,2447.5469921875,1,0.0
2024-10-10,2602.5,2628.300048828125,2602.5,2620.60009765625,2620.60009765625,320,2624.775012207031,2586.0200032552084,2536.8119970703124,2449.630993652344,1,0.0
2024-10-11,2638.300048828125,2658.10009765625,2638.199951171875,2657.60009765625,2657.60009765625,12,2628.5900146484373,2590.4166748046873,2541.2639990234375,2451.867995605469,1,0.0
2024-10-14,2655.0,2655.300048828125,2647.800048828125,2647.800048828125,2647.800048828125,40,2631.9600219726562,2595.550008138021,2545.7060009765623,2454.128996582031,1,0.0
2024-10-15,2661.39990234375,2661.39990234375,2661.39990234375,2661.39990234375,2661.39990234375,39,2636.8150146484377,2601.2666748046877,2550.9,2456.85099609375,1,0.0
2024-10-16,2674.0,2674.0,2674.0,2674.0,2674.0,6,2641.980017089844,2607.2866780598956,2556.597998046875,2460.24099609375,1,0.0
2024-10-17,2677.39990234375,2691.699951171875,2677.199951171875,2691.0,2691.0,30,2647.130017089844,2613.2733479817707,2562.607998046875,2463.82599609375,1,0.0
2024-10-18,2713.699951171875,2719.60009765625,2713.699951171875,2713.699951171875,2713.699951171875,29,2651.82001953125,2620.613346354167,2568.437998046875,2467.41099609375,1,0.0
2024-10-21,2721.89990234375,2738.39990234375,2719.5,2723.10009765625,2723.10009765625,52,2656.6500244140625,2627.9900146484374,2574.257998046875,2471.238996582031,1,0.0
2024-10-22,2731.699951171875,2746.0,2728.60009765625,2744.199951171875,2744.199951171875,93,2661.3000244140626,2635.720011393229,2579.8939990234376,2475.2519970703124,1,0.0
2024-10-23,2742.5,2742.5,2714.199951171875,2714.39990234375,2714.39990234375,18,2664.060021972656,2642.463338216146,2584.847998046875,2479.1669970703124,1,0.0
2024-10-24,2729.0,2736.10009765625,2729.0,2734.89990234375,2734.89990234375,27,2667.310021972656,2648.586669921875,2590.757998046875,2483.0499951171873,1,0.0
2024-10-25,2725.5,2742.39990234375,2725.5,2740.89990234375,2740.89990234375,29,2672.1400146484375,2653.9066650390623,2596.513994140625,2487.203994140625,1,0.0
2024-10-28,2736.10009765625,2742.89990234375,2729.5,2742.89990234375,2742.89990234375,56,2677.4800048828124,2659.3233317057293,2601.399990234375,2491.0919921875,1,0.0
2024-10-29,2768.39990234375,2768.39990234375,2768.39990234375,2768.39990234375,2768.39990234375,848,2682.5349975585937,2666.12666015625,2606.7319873046877,2495.0729907226564,1,0.0
2024-10-30,2774.60009765625,2789.0,2774.60009765625,2788.5,2788.5,231,2689.6049926757814,2673.3866617838544,2612.275986328125,2499.9059912109374,1,0.0
2024-10-31,2787.39990234375,2787.5,2733.5,2738.300048828125,2738.300048828125,849,2693.664990234375,2678.396663411458,2616.8739892578124,2504.2119921875,1,0.0
2024-11-01,2745.5,2756.0,2734.199951171875,2738.60009765625,2738.60009765625,109,2698.3049926757812,2682.353336588542,2622.0679931640625,2508.5229931640624,1,0.0
2024-11-04,2736.5,2737.10009765625,2736.10009765625,2736.10009765625,2736.10009765625,16,2702.8699951171875,2686.0066731770835,2626.6219970703123,2512.523994140625,1,0.0
2024-11-05,2743.0,2743.89990234375,2740.300048828125,2740.300048828125,2740.300048828125,23,2709.1349975585936,2688.9766764322917,2631.0739990234374,2516.9249951171873,1,0.0
2024-11-06,2734.5,2734.5,2659.39990234375,2667.60009765625,2667.60009765625,427,2712.2150024414063,2689.2566813151043,2634.1060009765624,2520.2869970703123,1,0.0
2024-11-07,2662.5,2699.10009765625,2662.5,2698.39990234375,2698.39990234375,676,2716.1049926757814,2690.206681315104,2638.0539990234374,2524.1469970703124,1,0.0
2024-11-08,2688.5,2694.60009765625,2682.89990234375,2687.5,2687.5,1038,2717.599987792969,2691.6466796875,2641.29,2527.717998046875,1,0.0
2024-11-11,2671.699951171875,2671.699951171875,2611.199951171875,2611.199951171875,2611.199951171875,20,2715.769982910156,2690.8166748046874,2643.637998046875,2530.2919970703124,1,0.0
2024-11-12,2605.5,2605.5,2592.800048828125,2600.0,2600.0,118,2712.699987792969,2688.57333984375,2645.84,2533.127998046875,1,0.0
2024-11-13,2611.10009765625,2611.800048828125,2580.800048828125,2580.800048828125,2580.800048828125,53,2708.039990234375,2686.3633382161456,2647.5880029296877,2535.6359985351564,1,0.0
2024-11-14,2555.10009765625,2576.199951171875,2554.199951171875,2568.199951171875,2568.199951171875,53,2701.8999877929687,2683.4,2648.72400390625,2538.1519970703125,1,0.0
